date,death,pm10,tempf,season
1993-08-31,29,,79.5,Summer
1993-09-01,17,7.8333335,81.5,Summer
1993-09-02,19,,82.5,Summer
1993-09-03,22,18,87,Summer
1993-09-04,17,,78,Summer
1993-09-05,20,-13.049628,76,Summer
1993-09-06,17,,74.5,Summer
1993-09-07,22,2.9555554,76.5,Summer
1993-09-08,22,,74,Summer
1993-09-09,18,9.0555553,76,Summer
1993-09-10,17,,74,Summer
1993-09-11,17,-.1105407,61,Summer
1993-09-12,12,,62.5,Summer
1993-09-13,19,-7.9944444,72.5,Summer
1993-09-14,15,,74,Summer
1993-09-15,15,-4.0888891,79,Summer
1993-09-16,16,,67.5,Summer
1993-09-17,18,-14.970262,62,Summer
1993-09-18,22,,68,Summer
1993-09-19,29,-10.172222,65,Summer
1993-09-20,24,,57.5,Summer
1993-09-21,20,-11.194445,64,Summer
1993-09-22,22,,65.5,Summer
1993-09-23,20,2.5947833,64.5,Summer
1993-09-24,15,,62.5,Summer
1993-09-25,15,-9.1499996,61.5,Summer
1993-09-26,15,,69.5,Summer
1993-09-27,21,7.0277777,66,Summer
1993-09-28,19,,56.5,Summer
1993-09-29,18,-9.0690174,56,Summer
1993-09-30,18,,49.5,Summer
1993-10-01,16,-11.111111,50,Autumn
1993-10-02,21,,61.5,Autumn
1993-10-03,15,-8.166667,56.5,Autumn
1993-10-04,18,,59,Autumn
1993-10-05,15,-10.173315,54,Autumn
1993-10-06,19,,53,Autumn
1993-10-07,20,-4.311111,59.5,Autumn
1993-10-08,34,,63.5,Autumn
1993-10-09,22,26.727777,67,Autumn
1993-10-10,15,,53.5,Autumn
1993-10-11,22,-18.369448,47,Autumn
1993-10-12,27,,54,Autumn
1993-10-13,20,-15.25,53,Autumn
1993-10-14,14,,55,Autumn
1993-10-15,26,-6.2888889,57.5,Autumn
1993-10-16,19,,56,Autumn
1993-10-17,22,16.960241,62,Autumn
1993-10-18,18,,63,Autumn
1993-10-19,17,-7.25,57,Autumn
1993-10-20,16,,60,Autumn
1993-10-21,20,-10.361111,66.5,Autumn
1993-10-22,13,,52,Autumn
1993-10-23,21,-9.8807116,50.5,Autumn
1993-10-24,20,,51,Autumn
1993-10-25,13,-7.5166669,56.5,Autumn
1993-10-26,33,,54,Autumn
1993-10-27,18,3.3444445,58,Autumn
1993-10-28,19,,47,Autumn
1993-10-29,18,-5.0621886,51.5,Autumn
1993-10-30,18,,48,Autumn
1993-10-31,23,-7.7388887,43,Autumn
1993-11-01,14,,43,Autumn
1993-11-02,19,-16.661112,40.5,Autumn
1993-11-03,36,,42,Autumn
1993-11-04,25,2.4120526,44,Autumn
1993-11-05,29,,53.5,Autumn
1993-11-06,22,-5.6111112,48,Autumn
1993-11-07,21,,38.5,Autumn
1993-11-08,15,-14.522223,40.5,Autumn
1993-11-09,19,,41.5,Autumn
1993-11-10,16,23.378597,44.5,Autumn
1993-11-11,23,,45,Autumn
1993-11-12,32,13.588889,54.5,Autumn
1993-11-13,29,,51.5,Autumn
1993-11-14,30,10.583333,62.5,Autumn
1993-11-15,33,,71,Autumn
1993-11-16,18,-10.907183,54.5,Autumn
1993-11-17,11,,56.5,Autumn
1993-11-18,11,-13.316667,49.5,Autumn
1993-11-19,30,,48.5,Autumn
1993-11-20,23,-2.2444444,39.5,Autumn
1993-11-21,18,,38,Autumn
1993-11-22,24,-8.5589266,45,Autumn
1993-11-23,17,,45.5,Autumn
1993-11-24,23,35.650002,45.5,Autumn
1993-11-25,22,,42,Autumn
1993-11-26,23,-10.283334,37,Autumn
1993-11-27,16,,50,Autumn
1993-11-28,23,-11.225877,50.5,Autumn
1993-11-29,29,,38,Autumn
1993-11-30,26,-6.0777779,37.5,Autumn
1993-12-01,18,,37,Autumn
1993-12-02,18,-7.1611109,45,Autumn
1993-12-03,18,,50,Autumn
1993-12-04,31,19.872581,47.5,Autumn
1993-12-05,21,,49,Autumn
1993-12-06,20,-21.094444,40.5,Autumn
1993-12-07,27,,43,Autumn
1993-12-08,23,-10.233334,41.5,Autumn
1993-12-09,9,,39.5,Autumn
1993-12-10,19,21.4144,43.5,Autumn
1993-12-11,20,,37.5,Autumn
1993-12-12,20,-21.133333,30.5,Autumn
1993-12-13,21,,43,Autumn
1993-12-14,27,-6.2055554,41.5,Autumn
1993-12-15,24,,44.5,Autumn
1993-12-16,20,-14.541502,42.5,Autumn
1993-12-17,11,,36,Autumn
1993-12-18,17,-6.5666666,36.5,Autumn
1993-12-19,25,,40.5,Autumn
1993-12-20,22,-17.461111,38,Autumn
1993-12-21,27,,39,Autumn
1993-12-22,20,-21.278757,35,Autumn
1993-12-23,19,,34,Autumn
1993-12-24,25,-5.4944444,29,Autumn
1993-12-25,18,,29,Autumn
1993-12-26,29,-8.4833336,24.5,Autumn
1993-12-27,19,,20.5,Autumn
1993-12-28,22,-7.5411544,22.5,Autumn
1993-12-29,23,,21.5,Autumn
1993-12-30,19,-1.4277778,22,Autumn
1993-12-31,27,,21.5,Autumn
1994-01-01,23,11.633333,28.5,Winter
1994-01-02,26,,40.5,Winter
1994-01-03,23,-6.1402054,36,Winter
1994-01-04,24,,32,Winter
1994-01-05,23,-22.327778,31,Winter
1994-01-06,21,,28,Winter
1994-01-07,27,-10.194445,32.5,Winter
1994-01-08,23,,27,Winter
1994-01-09,23,-16.626287,20.5,Winter
1994-01-10,18,,22,Winter
1994-01-11,22,-2.7555556,31,Winter
1994-01-12,28,,34,Winter
1994-01-13,27,.11111111,35.5,Winter
1994-01-14,24,,29.5,Winter
1994-01-15,18,2.2966805,11.5,Winter
1994-01-16,25,,10,Winter
1994-01-17,17,-16.955555,24.5,Winter
1994-01-18,26,,18,Winter
1994-01-19,28,-17.055555,-.5,Winter
1994-01-20,24,,9.5,Winter
1994-01-21,13,-4.4477196,10,Winter
1994-01-22,38,,21,Winter
1994-01-23,24,3.0388889,29,Winter
1994-01-24,24,,42.5,Winter
1994-01-25,23,-1.0055555,37,Winter
1994-01-26,25,,29,Winter
1994-01-27,20,-16.794292,23.5,Winter
1994-01-28,17,,36,Winter
1994-01-29,22,-14.894444,39.5,Winter
1994-01-30,29,,33.5,Winter
1994-01-31,21,-9.9055557,32,Winter
1994-02-01,19,,27.5,Winter
1994-02-02,17,-.97246969,25.5,Winter
1994-02-03,36,,31.5,Winter
1994-02-04,26,5.9888887,34,Winter
1994-02-05,18,,34,Winter
1994-02-06,22,37.08889,38.5,Winter
1994-02-07,26,,40,Winter
1994-02-08,22,14.139434,29,Winter
1994-02-09,23,,27,Winter
1994-02-10,24,5.1833334,18.5,Winter
1994-02-11,17,,23.5,Winter
1994-02-12,25,-12.844444,28,Winter
1994-02-13,24,,35,Winter
1994-02-14,24,-9.5517416,33.5,Winter
1994-02-15,25,,36,Winter
1994-02-16,25,19.216667,39,Winter
1994-02-17,29,,38.5,Winter
1994-02-18,28,10.433333,39.5,Winter
1994-02-19,31,,45,Winter
1994-02-20,25,28.773485,49.5,Winter
1994-02-21,24,,45.5,Winter
1994-02-22,17,27.413408,43.5,Winter
1994-02-23,16,,35.5,Winter
1994-02-24,22,-17.573034,40.5,Winter
1994-02-25,21,,38,Winter
1994-02-26,15,-9.7428799,31.5,Winter
1994-02-27,25,,21.5,Winter
1994-02-28,25,-5.3202248,25.5,Winter
1994-03-01,12,,30.5,Winter
1994-03-02,24,10.692738,32,Winter
1994-03-03,16,,37,Winter
1994-03-04,18,-18.004728,43,Winter
1994-03-05,20,,42.5,Winter
1994-03-06,18,-1.0782123,38,Winter
1994-03-07,23,,45.5,Winter
1994-03-08,24,19.882681,46.5,Winter
1994-03-09,23,,36,Winter
1994-03-10,23,-17.975769,39.5,Winter
1994-03-11,21,,39,Winter
1994-03-12,26,-7.2178769,36.5,Winter
1994-03-13,25,,43.5,Winter
1994-03-14,17,2.8555555,47,Winter
1994-03-15,26,,49.5,Winter
1994-03-16,18,1.5047864,36,Winter
1994-03-17,20,,32,Winter
1994-03-18,21,3.6388888,35.5,Winter
1994-03-19,16,,40,Winter
1994-03-20,24,-12.588889,44,Winter
1994-03-21,31,,39.5,Winter
1994-03-22,20,-5.3168464,51,Winter
1994-03-23,18,,60,Winter
1994-03-24,22,6.272222,66,Winter
1994-03-25,28,,52,Winter
1994-03-26,27,.3888889,40.5,Winter
1994-03-27,23,,43.5,Winter
1994-03-28,23,-12.380729,49.5,Winter
1994-03-29,21,,45,Winter
1994-03-30,14,-9.5555553,45.5,Winter
1994-03-31,18,,44,Winter
1994-04-01,15,11.416667,52.5,Spring
1994-04-02,16,,54,Spring
1994-04-03,20,9.4594288,62,Spring
1994-04-04,19,,51.5,Spring
1994-04-05,23,-5.5944443,53,Spring
1994-04-06,28,,60,Spring
1994-04-07,19,3.3666666,54,Spring
1994-04-08,23,,45,Spring
1994-04-09,22,-10.424402,49.5,Spring
1994-04-10,25,,60,Spring
1994-04-11,8,-13.444445,53.5,Spring
1994-04-12,21,,51.5,Spring
1994-04-13,16,-11.6,62.5,Spring
1994-04-14,22,,62.5,Spring
1994-04-15,29,-.6308288,69.5,Spring
1994-04-16,23,,63,Spring
1994-04-17,33,-14.716666,57,Spring
1994-04-18,29,,57.5,Spring
1994-04-19,28,-3.6666667,68.5,Spring
1994-04-20,18,,62.5,Spring
1994-04-21,23,4.166769,58.5,Spring
1994-04-22,32,,54.5,Spring
1994-04-23,31,-.95555556,53.5,Spring
1994-04-24,17,,63.5,Spring
1994-04-25,25,10.988889,71.5,Spring
1994-04-26,17,,68.5,Spring
1994-04-27,16,38.935692,77.5,Spring
1994-04-28,19,,69,Spring
1994-04-29,21,2.95,59.5,Spring
1994-04-30,18,,69,Spring
1994-05-01,15,8.9666662,62.5,Spring
1994-05-02,21,,53,Spring
1994-05-03,19,-9.0850048,52,Spring
1994-05-04,16,,51,Spring
1994-05-05,23,-18.161112,60.5,Spring
1994-05-06,20,,60,Spring
1994-05-07,16,1.7555555,51.5,Spring
1994-05-08,20,,56,Spring
1994-05-09,19,-16.660603,59.5,Spring
1994-05-10,28,,59.5,Spring
1994-05-11,15,8.7333336,59.5,Spring
1994-05-12,20,,60,Spring
1994-05-13,18,-1.0388889,55.5,Spring
1994-05-14,24,,56.5,Spring
1994-05-15,20,-6.7725058,68,Spring
1994-05-16,22,,65.5,Spring
1994-05-17,22,-4.8944445,54,Spring
1994-05-18,21,,55,Spring
1994-05-19,14,-8.8555555,56,Spring
1994-05-20,24,,50.5,Spring
1994-05-21,21,-11.848263,58.5,Spring
1994-05-22,20,,66.5,Spring
1994-05-23,19,3.1833334,73,Spring
1994-05-24,22,,73.5,Spring
1994-05-25,19,4.1722221,74.5,Spring
1994-05-26,21,,70.5,Spring
1994-05-27,12,3.1179075,58.5,Spring
1994-05-28,24,,59.5,Spring
1994-05-29,13,-10.516666,64.5,Spring
1994-05-30,24,,70.5,Spring
1994-05-31,19,-13.455556,70,Spring
1994-06-01,17,,77.5,Spring
1994-06-02,23,6.9852099,65.5,Spring
1994-06-03,19,,64.5,Spring
1994-06-04,20,-1.5888889,68,Spring
1994-06-05,20,,72,Spring
1994-06-06,20,-6.5944443,76.5,Spring
1994-06-07,20,,82.5,Spring
1994-06-08,20,9.4763641,72.5,Spring
1994-06-09,19,,67,Spring
1994-06-10,15,4.2888889,69,Spring
1994-06-11,19,,65,Spring
1994-06-12,24,-8.5277777,77,Spring
1994-06-13,17,,78.5,Spring
1994-06-14,21,3.8842604,84,Spring
1994-06-15,18,,87.5,Spring
1994-06-16,27,32.433334,85,Spring
1994-06-17,25,,80.5,Spring
1994-06-18,20,33.400002,82,Spring
1994-06-19,20,,85.5,Spring
1994-06-20,28,19.25079,80,Spring
1994-06-21,22,,81,Spring
1994-06-22,18,12.222222,80.5,Spring
1994-06-23,24,,79.5,Spring
1994-06-24,26,14.816667,81,Spring
1994-06-25,22,,80,Spring
1994-06-26,26,-3.396898,77,Spring
1994-06-27,22,,77,Spring
1994-06-28,25,-6.1722221,77.5,Spring
1994-06-29,15,,79,Spring
1994-06-30,15,6.688889,75.5,Spring
1994-07-01,18,,77,Summer
1994-07-02,24,6.176228,79,Summer
1994-07-03,21,,79.5,Summer
1994-07-04,13,6.8722224,79,Summer
1994-07-05,17,,81,Summer
1994-07-06,14,-1.1111112,85,Summer
1994-07-07,23,,81.5,Summer
1994-07-08,16,6.0726905,87.5,Summer
1994-07-09,21,,85.5,Summer
1994-07-10,25,-3.2055554,80,Summer
1994-07-11,20,,75,Summer
1994-07-12,20,-4.3166666,77,Summer
1994-07-13,9,,81.5,Summer
1994-07-14,23,44.335434,83.5,Summer
1994-07-15,15,,81,Summer
1994-07-16,15,9.6055555,80.5,Summer
1994-07-17,17,,80.5,Summer
1994-07-18,24,15.705556,80,Summer
1994-07-19,12,,79.5,Summer
1994-07-20,23,15.460974,83,Summer
1994-07-21,15,,81,Summer
1994-07-22,15,-12.244445,81.5,Summer
1994-07-23,21,,79.5,Summer
1994-07-24,17,-3.1111112,79.5,Summer
1994-07-25,30,,80.5,Summer
1994-07-26,15,30.503733,77.5,Summer
1994-07-27,14,,74,Summer
1994-07-28,24,-1.0333333,73,Summer
1994-07-29,31,,77,Summer
1994-07-30,17,-2.0999999,78,Summer
1994-07-31,25,,79.5,Summer
1994-08-01,18,2.9434152,79,Summer
1994-08-02,18,,79,Summer
1994-08-03,22,-4.1722221,80,Summer
1994-08-04,25,,81.5,Summer
1994-08-05,25,27.833334,70,Summer
1994-08-06,16,,65.5,Summer
1994-08-07,23,-15.571907,66.5,Summer
1994-08-08,15,,69,Summer
1994-08-09,17,-10.755555,72.5,Summer
1994-08-10,19,,75.5,Summer
1994-08-11,24,15.259668,75.5,Summer
1994-08-12,15,,78,Summer
1994-08-13,21,6.1906066,83.5,Summer
1994-08-14,28,,83,Summer
1994-08-15,22,-5.7292819,70,Summer
1994-08-16,28,,70,Summer
1994-08-17,14,2.1823204,73,Summer
1994-08-18,17,,72.5,Summer
1994-08-19,20,-12.505488,75.5,Summer
1994-08-20,19,,78,Summer
1994-08-21,12,-.82872927,77.5,Summer
1994-08-22,21,,71.5,Summer
1994-08-23,19,,68.5,Summer
1994-08-24,21,,68,Summer
1994-08-25,15,5.2481003,70.5,Summer
1994-08-26,22,,75,Summer
1994-08-27,19,7.3093925,78.5,Summer
1994-08-28,9,,79,Summer
1994-08-29,17,25.303867,72.5,Summer
1994-08-30,17,,68,Summer
1994-08-31,15,-4.1722374,72.5,Summer
1994-09-01,10,,71.5,Summer
1994-09-02,13,-3.801105,67.5,Summer
1994-09-03,15,,65.5,Summer
1994-09-04,12,-10.900553,65,Summer
1994-09-05,21,,64,Summer
1994-09-06,21,-9.5076208,66.5,Summer
1994-09-07,17,,70,Summer
1994-09-08,29,16.226519,67.5,Summer
1994-09-09,17,,71,Summer
1994-09-10,15,14.127778,70,Summer
1994-09-11,14,,64.5,Summer
1994-09-12,16,-14.21523,64,Summer
1994-09-13,14,,71,Summer
1994-09-14,26,11.8,77.5,Summer
1994-09-15,18,,76.5,Summer
1994-09-16,26,14.55,75.5,Summer
1994-09-17,12,,77.5,Summer
1994-09-18,18,29.352165,67,Summer
1994-09-19,30,,65,Summer
1994-09-20,16,-6.3777776,65,Summer
1994-09-21,17,,65.5,Summer
1994-09-22,16,9.5921783,62.5,Summer
1994-09-23,13,,64,Summer
1994-09-24,13,-17.737774,67,Summer
1994-09-25,17,,71.5,Summer
1994-09-26,16,-5.2921348,71.5,Summer
1994-09-27,18,,71,Summer
1994-09-28,19,-7.3370786,65.5,Summer
1994-09-29,18,,60,Summer
1994-09-30,23,-11.212598,58.5,Summer
1994-10-01,27,,65,Autumn
1994-10-02,19,-3.2921348,63,Autumn
1994-10-03,14,,55,Autumn
1994-10-04,19,-14.30337,53.5,Autumn
1994-10-05,22,,54,Autumn
1994-10-06,22,-13.597582,52,Autumn
1994-10-07,23,,57,Autumn
1994-10-08,22,2.6067417,60,Autumn
1994-10-09,20,,69.5,Autumn
1994-10-10,16,-14.539326,56.5,Autumn
1994-10-11,24,,51.5,Autumn
1994-10-12,23,-12.751822,50.5,Autumn
1994-10-13,27,,53.5,Autumn
1994-10-14,23,3.460674,58.5,Autumn
1994-10-15,19,,57,Autumn
1994-10-16,27,-4.4775281,56,Autumn
1994-10-17,20,,56,Autumn
1994-10-18,22,-.614218,57.5,Autumn
1994-10-19,17,,58,Autumn
1994-10-20,18,36.387642,67,Autumn
1994-10-21,23,,61,Autumn
1994-10-22,14,-2.6067417,58.5,Autumn
1994-10-23,20,,61.5,Autumn
1994-10-24,17,-2.0128081,57,Autumn
1994-10-25,22,,54.5,Autumn
1994-10-26,15,5.5842695,49,Autumn
1994-10-27,25,,50,Autumn
1994-10-28,19,-2.2808988,49.5,Autumn
1994-10-29,19,,53,Autumn
1994-10-30,28,-5.6054263,62,Autumn
1994-10-31,25,,59.5,Autumn
1994-11-01,15,10.898876,59,Autumn
1994-11-02,13,,54,Autumn
1994-11-03,18,-11.089888,55,Autumn
1994-11-04,24,,59.5,Autumn
1994-11-05,20,14.364941,62.5,Autumn
1994-11-06,16,,68,Autumn
1994-11-07,16,-12.089888,52,Autumn
1994-11-08,22,,55,Autumn
1994-11-09,22,-3.2303371,65,Autumn
1994-11-10,12,,50.5,Autumn
1994-11-11,20,-16.910557,43.5,Autumn
1994-11-12,20,,43.5,Autumn
1994-11-13,17,-6.1807909,57,Autumn
1994-11-14,22,,58,Autumn
1994-11-15,17,4.8192091,60.5,Autumn
1994-11-16,22,,52,Autumn
1994-11-17,17,-19.984047,51,Autumn
1994-11-18,17,,58,Autumn
1994-11-19,16,-9.1807909,55,Autumn
1994-11-20,19,,46.5,Autumn
1994-11-21,19,-13.231638,54,Autumn
1994-11-22,14,,49,Autumn
1994-11-23,15,-14.41967,41,Autumn
1994-11-24,17,,35,Autumn
1994-11-25,20,-19.316383,45,Autumn
1994-11-26,23,,43,Autumn
1994-11-27,22,-11.282486,39.5,Autumn
1994-11-28,30,,52.5,Autumn
1994-11-29,25,-18.174231,49,Autumn
1994-11-30,19,,45.5,Autumn
1994-12-01,30,-4.3502827,38.5,Autumn
1994-12-02,20,,43.5,Autumn
1994-12-03,24,14.711864,42,Autumn
1994-12-04,26,,49.5,Autumn
1994-12-05,19,28.4694,59,Autumn
1994-12-06,22,,59.5,Autumn
1994-12-07,17,4.717514,56.5,Autumn
1994-12-08,23,,38.5,Autumn
1994-12-09,19,-15.293785,36.5,Autumn
1994-12-10,18,,42,Autumn
1994-12-11,20,-15.69929,38.5,Autumn
1994-12-12,28,,32,Autumn
1994-12-13,10,-16.214689,35,Autumn
1994-12-14,24,,41.5,Autumn
1994-12-15,21,-4.2146893,41,Autumn
1994-12-16,20,,37.5,Autumn
1994-12-17,24,-6.4567876,42.5,Autumn
1994-12-18,20,,47,Autumn
1994-12-19,23,.16949153,39.5,Autumn
1994-12-20,21,,39,Autumn
1994-12-21,17,9.284091,42,Autumn
1994-12-22,24,,41.5,Autumn
1994-12-23,21,30.352451,51.5,Autumn
1994-12-24,23,,48,Autumn
1994-12-25,18,-.55681819,50,Autumn
1994-12-26,17,,44,Autumn
1994-12-27,22,-13.582857,41,Autumn
1994-12-28,32,,46,Autumn
1994-12-29,32,15.446566,43,Autumn
1994-12-30,26,,34,Autumn
1994-12-31,25,-7.4857144,30.5,Autumn
1995-01-01,21,,47.5,Winter
1995-01-02,34,-13.442529,35.5,Winter
1995-01-03,22,,28,Winter
1995-01-04,22,-11.734355,28,Winter
1995-01-05,22,,20.5,Winter
1995-01-06,32,2.5689654,27,Winter
1995-01-07,35,,41.5,Winter
1995-01-08,30,-16.413794,36.5,Winter
1995-01-09,34,,39,Winter
1995-01-10,29,.51181006,31.5,Winter
1995-01-11,28,,35.5,Winter
1995-01-12,35,-11.649426,50,Winter
1995-01-13,40,,57,Winter
1995-01-14,28,23.413794,61,Winter
1995-01-15,23,,60.5,Winter
1995-01-16,37,-16.092632,50.5,Winter
1995-01-17,29,,46.5,Winter
1995-01-18,21,-16.436781,46.5,Winter
1995-01-19,25,,43.5,Winter
1995-01-20,27,-25.477011,47.5,Winter
1995-01-21,22,,40,Winter
1995-01-22,28,-23.823668,33.5,Winter
1995-01-23,26,,32,Winter
1995-01-24,18,-7.6494255,35,Winter
1995-01-25,24,,36.5,Winter
1995-01-26,15,-3.5402298,33,Winter
1995-01-27,22,,32.5,Winter
1995-01-28,22,-3.6450236,32,Winter
1995-01-29,14,,30,Winter
1995-01-30,27,-12.545977,36.5,Winter
1995-01-31,19,,38,Winter
1995-02-01,21,1.2068965,42,Winter
1995-02-02,25,,39,Winter
1995-02-03,20,-10.478213,26.5,Winter
1995-02-04,23,,32.5,Winter
1995-02-05,27,-12.666667,18.5,Winter
1995-02-06,31,,14.5,Winter
1995-02-07,27,-17.695402,20.5,Winter
1995-02-08,27,,21.5,Winter
1995-02-09,21,-6.237237,23,Winter
1995-02-10,34,,33,Winter
1995-02-11,24,3.4195402,40,Winter
1995-02-12,26,,24,Winter
1995-02-13,32,-12.557471,23.5,Winter
1995-02-14,23,,27,Winter
1995-02-15,28,6.8583169,30,Winter
1995-02-16,19,,41,Winter
1995-02-17,20,-1.637931,41,Winter
1995-02-18,19,,37.5,Winter
1995-02-19,25,33.327587,40.5,Winter
1995-02-20,30,,46.5,Winter
1995-02-21,20,27.266636,42.5,Winter
1995-02-22,18,,36,Winter
1995-02-23,22,-7.8857141,41.5,Winter
1995-02-24,27,,40.5,Winter
1995-02-25,21,5.1363635,35,Winter
1995-02-26,16,,34.5,Winter
1995-02-27,19,-8.2102661,33.5,Winter
1995-02-28,29,,45.5,Winter
1995-03-01,23,16.27841,44.5,Winter
1995-03-02,29,,36.5,Winter
1995-03-03,19,7.1477275,35,Winter
1995-03-04,15,,39,Winter
1995-03-05,21,-3.5590522,44,Winter
1995-03-06,20,,48.5,Winter
1995-03-07,25,5.130682,50,Winter
1995-03-08,21,,48,Winter
1995-03-09,19,-11.022727,32,Winter
1995-03-10,11,,30,Winter
1995-03-11,19,-11.999039,41.5,Winter
1995-03-12,15,,49.5,Winter
1995-03-13,24,18.113636,54,Winter
1995-03-14,20,,57.5,Winter
1995-03-15,23,35.034092,58,Winter
1995-03-16,24,,60.5,Winter
1995-03-17,16,42.984257,60,Winter
1995-03-18,17,,50.5,Winter
1995-03-19,16,-12.789773,50.5,Winter
1995-03-20,16,,52,Winter
1995-03-21,26,-9.579545,57,Winter
1995-03-22,17,,50.5,Winter
1995-03-23,20,-8.3540983,43.5,Winter
1995-03-24,17,,48.5,Winter
1995-03-25,14,,46.5,Winter
1995-03-26,20,,54,Winter
1995-03-27,22,-14.537143,53.5,Winter
1995-03-28,20,,45,Winter
1995-03-29,19,-6.194613,46,Winter
1995-03-30,20,,52,Winter
1995-03-31,19,.40000001,46.5,Winter
1995-04-01,25,,42,Spring
1995-04-02,16,-6.5828571,46,Spring
1995-04-03,20,,46.5,Spring
1995-04-04,25,8.1361217,53,Spring
1995-04-05,18,,38,Spring
1995-04-06,21,4.2742858,45,Spring
1995-04-07,31,,56.5,Spring
1995-04-08,19,9.2799997,57.5,Spring
1995-04-09,13,,67,Spring
1995-04-10,25,9.6721468,47.5,Spring
1995-04-11,18,,51,Spring
1995-04-12,20,-12.76,60.5,Spring
1995-04-13,11,,55,Spring
1995-04-14,25,-12.782857,48,Spring
1995-04-15,30,,50,Spring
1995-04-16,17,-17.755117,52,Spring
1995-04-17,19,,54,Spring
1995-04-18,23,-6.6685715,59.5,Spring
1995-04-19,19,,73.5,Spring
1995-04-20,22,12.394286,65.5,Spring
1995-04-21,17,,68,Spring
1995-04-22,30,13.892909,68.5,Spring
1995-04-23,18,,52,Spring
1995-04-24,20,-19.280001,48,Spring
1995-04-25,24,,57.5,Spring
1995-04-26,19,-3.2571428,57.5,Spring
1995-04-27,18,,64,Spring
1995-04-28,16,12.029532,60.5,Spring
1995-04-29,16,,58,Spring
1995-04-30,18,-2.1714287,52,Spring
1995-05-01,19,,56.5,Spring
1995-05-02,22,-16.154285,50.5,Spring
1995-05-03,17,,57,Spring
1995-05-04,10,-9.7346258,58.5,Spring
1995-05-05,22,,62,Spring
1995-05-06,28,-6.0804596,60.5,Spring
1995-05-07,25,,58,Spring
1995-05-08,12,-7.9022989,56.5,Spring
1995-05-09,20,,57.5,Spring
1995-05-10,24,.039884143,58.5,Spring
1995-05-11,20,,66.5,Spring
1995-05-12,18,,65,Spring
1995-05-13,17,,67.5,Spring
1995-05-14,16,.017241379,58,Spring
1995-05-15,19,,67,Spring
1995-05-16,13,-9.164012,65,Spring
1995-05-17,19,,68,Spring
1995-05-18,21,-2.908046,74,Spring
1995-05-19,21,,65.5,Spring
1995-05-20,22,-9.0862064,66.5,Spring
1995-05-21,16,,69,Spring
1995-05-22,16,-2.4965854,66,Spring
1995-05-23,12,,66,Spring
1995-05-24,17,8.7241383,74,Spring
1995-05-25,13,,76.5,Spring
1995-05-26,21,14.678161,69,Spring
1995-05-27,18,,68.5,Spring
1995-05-28,12,-9.0761967,62.5,Spring
1995-05-29,16,,73,Spring
1995-05-30,18,-10.563218,66,Spring
1995-05-31,15,,69.5,Spring
1995-06-01,22,-1.6034483,70,Spring
1995-06-02,19,,77.5,Spring
1995-06-03,19,-1.4160213,75.5,Spring
1995-06-04,19,,73,Spring
1995-06-05,23,-8.5287352,71.5,Spring
1995-06-06,16,,68.5,Spring
1995-06-07,21,-.28735632,80,Spring
1995-06-08,21,,83,Spring
1995-06-09,24,6.6527386,72.5,Spring
1995-06-10,14,,74.5,Spring
1995-06-11,18,-5.2643676,80.5,Spring
1995-06-12,17,,67,Spring
1995-06-13,20,-12.385057,65.5,Spring
1995-06-14,17,,73.5,Spring
1995-06-15,16,-5.6133075,72,Spring
1995-06-16,17,,71.5,Spring
1995-06-17,21,-3.6551723,72,Spring
1995-06-18,17,,74,Spring
1995-06-19,19,1.3850574,77,Spring
1995-06-20,21,,82,Spring
1995-06-21,12,12.095866,82,Spring
1995-06-22,20,,76,Spring
1995-06-23,17,11.609196,67.5,Spring
1995-06-24,18,,74,Spring
1995-06-25,19,-11.005747,80,Spring
1995-06-26,19,,79.5,Spring
1995-06-27,17,-4.6912794,69.5,Spring
1995-06-28,24,,68,Spring
1995-06-29,11,-4.9597702,71.5,Spring
1995-06-30,19,,77,Spring
1995-07-01,16,-8.8160915,80,Summer
1995-07-02,18,,77,Summer
1995-07-03,16,-1.4712216,74,Summer
1995-07-04,24,,75.5,Summer
1995-07-05,15,3.908046,80,Summer
1995-07-06,16,,79.5,Summer
1995-07-07,23,1.8735632,79,Summer
1995-07-08,16,,75,Summer
1995-07-09,13,3.7694848,69.5,Summer
1995-07-10,20,,75,Summer
1995-07-11,14,2.9310346,77.5,Summer
1995-07-12,19,,80,Summer
1995-07-13,19,32.953758,82.5,Summer
1995-07-14,24,,86,Summer
1995-07-15,25,30.300341,91,Summer
1995-07-16,31,,84.5,Summer
1995-07-17,19,-5.9248557,86,Summer
1995-07-18,25,,84,Summer
1995-07-19,17,7.9768786,79.5,Summer
1995-07-20,23,,81,Summer
1995-07-21,18,19.856707,85,Summer
1995-07-22,17,,81,Summer
1995-07-23,17,11.768786,84,Summer
1995-07-24,10,,84.5,Summer
1995-07-25,23,4.5375724,84,Summer
1995-07-26,19,,84.5,Summer
1995-07-27,23,5.1092072,85.5,Summer
1995-07-28,27,,82.5,Summer
1995-07-29,25,-1.4913294,86.5,Summer
1995-07-30,19,,84,Summer
1995-07-31,19,.5433526,81.5,Summer
1995-08-01,12,,84,Summer
1995-08-02,26,28.872112,86,Summer
1995-08-03,26,,87,Summer
1995-08-04,23,8.5,87.5,Summer
1995-08-05,19,,86.5,Summer
1995-08-06,14,-5.4360466,76,Summer
1995-08-07,18,,72.5,Summer
1995-08-08,18,-12.86358,71,Summer
1995-08-09,26,,73,Summer
